330;"Santuario delle sette chiese";"";"MONSELICE  (PD )"
331;"Madonna della Croce";"Arcidiocesi Foggia-Bovino";"FOGGIA  (FG )"
332;"Santa Maria di Pulsano";"Manfredonia- Vieste";"MONTE SANT'ANGELO  (FG )"
333;"Madonna Incoronata";"Il santuario è basilica pontificia";"FOGGIA  (FG )"
334;"Madonna del Pergamo";"Tricarico";"GORGOGLIONE  (MT )"
335;"Maria Santissima di Trapani";"Trapani";"TRAPANI  (TP )"
336;"Santa Maria delle Grazie";"Latina Terracina Sezze Priverno";"SONNINO  (LT )"
337;"Madonna della Consolazione";"Arcidiocesi Foggia-Bovino";"DELICETO  (FG )"
338;"Madonna di Loreto";"Arcidiocesi di Udine";"OVARO  (UD )  - Muina; loc. Lorêt"
341;"Madonna del Ponte";"Arcidiocesi di Udine";"VILLA SANTINA  (UD )  - Invillino; loc. Madonna del Ponte"
342;"Santa Maria di Stignano";"Arcidiocesi Foggia-Bovino";"SAN MARCO IN LAMIS  (FG )"
343;"Cristo di Timau";"Arcidiocesi di Udine";"PALUZZA  (UD )  - Timau"
344;"Santa Maria del Piano";"Gaeta";"AUSONIA  (FR )"
345;"San Giorgio";"Archidiocesi di Cagliari";"SUELLI  (CA )"
346;"Santa Maria dei Martiri";"Santissima Trinità di Cava de'Tirreni";"VIETRI SUL MARE  (SA )  - Dragonea"
347;"San Michele";"Salerno";"OLEVANO SUL TUSCIANO  (SA )"
348;"Santa Maria del Rito";"Arcidiocesi Bari- Bitonto";"NOICATTARO  (BA )"
349;"Santa Maria a Mare";"Manfredonia-Vieste";"ISOLE TREMITI  (FG )"
350;"San Romedio";"Trento";"COREDO  (TN )  - San Romedio"
351;"Santi Martiri d'Anaunia";"Trento";"SANZENO  (TN )"
352;"San Vigilio";"Trento";"TRENTO  (TN )"
353;"Bambino Gesù di Praga";"Genova";"ARENZANO  (GE )"
354;"Madonna delle Grazie";"Velletri";"VELLETRI  (RM )"
355;"Santa Maria degli Angeli";"Arcidiocesi Bari- Bitonto";"TORITTO  (BA )  - Quasano"
356;"Madonna delle Grazie di Arco";"Trento";"ARCO  (TN )  - Ceole"
357;"Santa Croce del Bleggio";"Trento";"BLEGGIO SUPERIORE  (TN )  - Spiazzo (dal 1913 Santa Croce)"
358;"Madonna del Làres di Bolbeno";"Trento";"BOLBENO  (TN )  - Pianezze"
359;"Madonna del Sasso";"Arcidiocesi di Udine";"VILLA SANTINA  (UD )  - Invillino; loc. Vinadia"
360;"Beata Vergine del Monte Castellano di Raveo";"Arcidiocesi di Udine";"RAVEO  (UD )  - loc. Plan di Ces"
361;"Madonna di Trava";"Arcidiocesi di Udine";"LAUCO  (UD )  - Trava"
362;"Sant'Ellero";"Forlì Bertinoro";"GALEATA  (FO )  - Sant'Ellero di Galeata"
363;"S. Maria del Patir";"Rossano - Cariati";"ROSSANO  (CS )  - Piragineti"
364;"Maria Santissima di Schiavonea";"Rossano-Cariati";"CORIGLIANO CALABRO  (CS )  - Schiavonea-Cupo"
365;"S.Maria degli Antropici";"Cassano Jonio";"NOCARA  (CS )"
366;"Madonna del Sasso";"Arcidiocesi di Udine";"PAULARO  (UD )  - Castoia"
367;"Madonna dell'Apparizione";"Torino";"SAVIGLIANO  (CN )  - Località Santa Croce"
368;"Madonna della Neve";"Saluzzo";"BAGNOLO PIEMONTE  (CN )"
369;"Madonna del Castello";"Pinerolo";"BRICHERASIO  (TO )  - Poggio"
370;"Santa Maria della Rocca";"Treviso";"CORNUDA  (TV )  - Colle della Rocca"
371;"S. Maria de Jesu";"Rossano - Cariati";"BOCCHIGLIERO  (CS )  - Basilicò"
372;"Madonna delle Grazie";"Patriarcato di Venezia";"SPEZZANO ALBANESE  (CS )"
373;"San Francesco di Paola";"Rossano - Cariati";"CORIGLIANO CALABRO  (CS )"
374;"Madonna del Buon Rimedio";"Torino";"VILLAFRANCA PIEMONTE  (TO )  - Cantogno"
375;"S. Maria delle Grazie";"Rossano-Cariati";"CAMPANA  (CS )"
376;"L'Inviolata di Riva";"Trento";"RIVA DEL GARDA  (TN )"
377;"Madonna delle Grazie";"Torino";"CASALGRASSO  (CN )"
378;"San Chiaffredo";"Saluzzo";"CRISSOLO  (CN )"
379;"San Valentino di Ala";"Trento";"ALA  (TN )  - San Valentino"
380;"Maria Santissima dell'Apparizione";"Arcidiocesi Trani -Barletta- Bisceglie";"TRANI  (BA )"
381;"Santa Maria di Pontebba";"Arcidiocesi di Udine";"PONTEBBA  (UD )"
382;"Madonna di Fatima";"Arcidiocesi Trani - Barletta - Bisceglie";"TRANI  (BA )"
383;"Madonna del Rosario in San Domenico";"Trani- Barletta- Bisceglie Nazareth";"TRANI  (BA )"
384;"Madonna dell'Aiuto";"Arcidiocesi di Udine";"CORNO DI ROSAZZO  (UD )"
385;"Beata Vergine del Carmine";"Arcidiocesi di Aquileia";"UDINE  (UD )"
386;"S. Dionigi l'Areopagita";"Crotone - Santa Severina";"CROTONE  (KR )"
387;"Sant'Alessandro";"Sabina";"MENTANA  (RM )  - Località Sant' Alessandro"
388;"Santa Maria di Monte Serra";"San Marco Argentano - Scalea";"CETRARO  (CS )  - Monte Serra"
389;"Madonna dei Martiri";"Diocesi di Nuoro";"FONNI  (NU )"
390;"S.Rocco";"S.Marco Argentano-Scalea";"GRISOLIA  (CS )"
391;"S.Francesco di Paola";"S.Marco Argentano-Scalea";"VERBICARO  (CS )  - S.Francesco"
392;"Madonna Greca (Duomo)";"Crotone-S.Severina";"ISOLA DI CAPO RIZZUTO  (KR )"
393;"Immacolata Concezione";"S.Marco Argentano-Scalea";"DIAMANTE  (CS )"
394;"Madonna del Sauro";"Tricarico";"GUARDIA PERTICARA  (PZ )"
395;"Madonna della Rocca";"Gaeta";"FONDI  (LT )  - Monte Arcano"
396;"Madonna Incoronata";"Melfi-Rapolla-Venosa";"MELFI  (PZ )"
397;"Santa Maria del Monte Carmelo";"Pinerolo";"PINEROLO  (TO )  - Colletto"
398;"Madonna della Consolata";"Saluzzo";"SALUZZO  (CN )"
399;"Santi Cosma e Damiano di Settequerce";"Bolzano-Bressanone";"BOLZANO  (BZ )  - Settequerce/Siebeneich"
400;"Madonna di Rifiano";"Bolzano-Bressanone";"RIFIANO  (BZ )"
401;"Madonna della Bozzola";"Vigevano";"GARLASCO  (PV )  - Madonna della Bozzola"
402;"Madonna delle Grazie";"Saluzzo";"COSTIGLIOLE SALUZZO  (CN )"
403;"Madonna di Pietralba";"Bolzano-Bressanone";"NOVA PONENTE  (BZ )  - Pietralba/Weißenstein"
405;"Madonna del Romito";"Vigevano";"FRASCAROLO  (PV )"
406;"Madonna di Castelmonte";"Arcidiocesi di Udine";"PREPOTTO  (UD )"
407;"Madonna di Senales";"Bolzano-Bressanone";"SENALES  (BZ )"
408;"Maria Trens";"Bolzano-Bressanone";"CAMPO DI TRENS  (BZ )  - Trens"
409;"Madonna di Lourdes di Lasa";"Bolzano-Bressanone";"LASA  (BZ )"
410;"Santa Maria di Dobbiaco";"Bolzano-Bressanone";"DOBBIACO  (BZ )  - Santa Maria / Aufkirchen"
411;"Madonna del Monte di Rovereto";"Trento";"ROVERETO  (TN )  - Madonna del Monte"
412;"San Restituto";"Sabina Poggio Mirteto";"MONTEROTONDO  (RM )"
413;"Madonna delle Laste";"Trento";"TRENTO  (TN )  - Cognola"
414;"San Zotico";"Frascati";"ROMA  (RM )  - Torre Nuova"
415;"Sant'Agapito";"Palestrina";"PALESTRINA  (RM )  - Le Quadrelle"
416;"San Salvatore da Horta (in Santa Rosalia)";"Archidiocesi di Cagliari";"CAGLIARI  (CA )"
417;"Nostra Signora di Bonacattu";"Archidiocesi di Oristano";"BONARCADO  (OR )"
418;"Santa Maria delle Grazie";"Acerenza";"GENZANO DI LUCANIA  (PZ )"
419;"Santissimo Crocifisso";"Melfi-Rapolla-Venosa";"FORENZA  (PZ )"
420;"Madonna del Soccorso";"Tursi-Lagonegro";"CASTELLUCCIO SUPERIORE  (PZ )"
421;"Beata Vergine delle Grazie";"Arcidiocesi di Udine";"UDINE  (UD )"
422;"Madonna di Porzus";"Arcidiocesi di Udine";"ATTIMIS  (UD )  - Porzus"
423;"Maria Santissima del Rosario";"Palermo";"PALERMO  (PA )  - Cruillas"
424;"Madonna del Miracolo";"Diocesi di Nuoro";"BITTI  (NU )  - Gorofai"
425;"San Massimiliano Kolbe";"Monreale";"CARINI  (PA )"
426;"Santa Sinforosa e figli";"Roma";"TIVOLI  (RM )  - Settefratte"
427;"San Senatore";"Albano Laziale";"ALBANO LAZIALE  (RM )  - La stella"
428;"San Ciriaco";"Roma";"ROMA  (RM )  - Mezzocammino"
429;"Santi Primo e Feliciano";"Sabina Poggio Mirteto";"MENTANA  (RM )  - Casali di Mentana"
430;"Sant' Erasmo";"Gaeta";"FORMIA  (LT )  - Castellone"
431;"Madonna di San Luca";"Bologna";"BOLOGNA  (BO )  - Bologna, via di San Luca, 36"
432;"Madonna di Costantinopoli";"Melfi-Rapolla-Venosa";"BARILE  (PZ )"
433;"Madonna della Stella";"Matera-Irsina";"CRACO  (MT )"
434;"Madonna di Monteforte";"Potenza-Muro Lucano-Marsico Nuovo";"ABRIOLA  (PZ )"
435;"San Costanzo a Monte";"Saluzzo";"VILLAR SAN COSTANZO  (CN )  - Località San Bernardo"
436;"Madonna della Luce";"Orvieto - Todi";"SAN VENANZO  (TR )  - Collelungo"
437;"Santa Maria Delibera";"Saluzzo";"VILLAR SAN COSTANZO  (CN )"
438;"San Vincenzo";"Tivoli";"TIVOLI  (RM )  - Montecelio Tenuta Sinibaldi"
439;"Beata Vergine delle Grazie";"Pinerolo";"PINEROLO  (TO )"
440;"San Michele";"Roma";"ROMA  (RM )  - Castel Giubileo"
441;"Maria Santissima Avvocatella";"Badia della Santissima Trinità di Cava dei Tirreni";"CAVA DE' TIRRENI  (SA )  - San Cesario"
442;"Assunta di Monrupino";"Diocesi di Trieste";"MONRUPINO  (TS )"
443;"Madonna della Costa";"Lodi";"CAVENAGO D'ADDA  (LO )"
444;"Madonna della Pasquarella";"Orvieto Todi";"BASCHI  (TR )  - Civitella"
445;"Madonna della Salvia";"Diocesi di Trieste";"TRIESTE  (TS )  - Contovello; loc. Moncolano"
446;"Madonna di Caravaggio";"Lodi";"CODOGNO  (LO )"
447;"San Leonardo";"Arcidiocesi di Gorizia";"SGONICO  (TS )  - Samatorza; loc. Monte San Leonardo"
448;"Beata Vergine Immacolata di Lourdes";"Lodi";"MELETI  (LO )"
449;"Madonna di San Brizio";"Orvieto Todi";"ORVIETO  (TR )"
450;"San Giovanni Battista del Calandrone";"Lodi";"MERLINO  (LO )"
451;"Santa Maria di Grignano";"Diocesi di Trieste";"TRIESTE  (TS )  - loc. Grignano"
452;"Nostra Signora della Fonte";"Orvieto Todi";"ORVIETO  (TR )"
453;"Madonna del Pollino";"Tursi-Lagonegro";"SAN SEVERINO LUCANO  (PZ )"
454;"Madonna della Maestà";"Orvieto Todi";"FICULLE  (TR )"
455;"Madonna delle Grazie";"Orvieto Todi";"FABRO  (TR )"
456;"Sant'Angelo al Raparo";"Tursi-Lagonegro";"SAN CHIRICO RAPARO  (PZ )"
457;"Beata Vergine del Pilastrello";"Lodi";"DOVERA  (CR )"
459;"Annunziata";"Potenza-Muro Lucano-Marsico Nuovo";"BARAGIANO  (PZ )"
461;"Madonna della Neve";"Tursi-Lagonegro";"CASTELLUCCIO INFERIORE  (PZ )"
462;"Madonna del Piano";"Tursi-Lagonegro";"EPISCOPIA  (PZ )"
463;"Santa Maria della Stella";"Napoli";"NAPOLI  (NA )"
464;"Madonna dei Portenti";"Orvieto Todi";"MONTE CASTELLO DI VIBIO  (PG )"
465;"Madonna dell'Acquasanta";"Orvieto Todi";"COLLAZZONE  (PG )  - Piedicolle"
466;"Madonna del Carmine";"Acerenza";"LAURENZANA  (PZ )"
467;"Santa Maria in Camuccia";"Orvieto Todi";"TODI  (PG )"
468;"Madonna dell'Armo";"Tursi-Lagonegro";"LAURIA  (PZ )"
469;"Madonna del Vetere";"Tursi-Lagonegro";"MOLITERNO  (PZ )"
470;"Madonna di Costantinopoli";"Potenza-Muro Lucano-Marsico Nuovo";"MARSICONUOVO  (PZ )"
472;"Madonna dell'Olivo";"Orvieto Todi";"SAN VENANZO  (TR )  - San Vito in Monte"
473;"San Silviano";"Latina Terracina Sezze Priverno";"TERRACINA  (LT )"
474;"Sant'Arnaldo";"Orvieto Todi";"MASSA MARTANA  (PG )  - Monticello"
475;"Nostra Signora di Valverde";"Diocesi di Alghero-Bosa";"ALGHERO  (SS )  - Valverde"
476;"San Cesario";"Latina Terracina Sezze Priverno";"TERRACINA  (LT )  - Valle dei Santi"
477;"Maria Madre e Regina";"Diocesi di Trieste";"TRIESTE  (TS )  - Prosecco - Contovello; loc. Monte Grisa"
478;"San Giuseppe";"Diocesi di Trieste";"SAN DORLIGO DELLA VALLE  (TS )  - San Giuseppe della Chiusa"
479;"Santa Maria in Siaris";"Diocesi di Trieste";"SAN DORLIGO DELLA VALLE  (TS )  - Bagnoli della Rosandra; loc. Val Rosandra"
480;"San Primitivo";"Frascati";"ROMA  (RM )  - Monte Compatri"
481;"Santa Maria";"Saluzzo";"LAGNASCO  (CN )"
482;"Santa Maria del Ponte";"Terni Narni Amelia";"NARNI  (TR )  - Narni Scalo"
483;"Madonna della Betulla";"Saluzzo";"MELLE  (CN )"
484;"Beata Vergine degli Orti";"Torino";"MURELLO  (CN )"
485;"San Magno";"Latina Terracina Sezze Priverno";"FONDI  (LT )"
486;"Madonna del Bel Faggio";"Saluzzo";"ONCINO  (CN )"
487;"San Secondino";"Palestrina";"GENAZZANO  (RM )"
488;"Beata Vergine del Pilone";"Torino";"MORETTA  (CN )"
489;"San Michele Arcangelo";"Terni Narni Amelia";"NARNI  (TR )  - Schifanoia"
490;"San Vittore";"Terni Narni Amelia";"OTRICOLI  (TR )"
491;"Santa Maria della Cerqua";"Terni Narni Amelia";"NARNI  (TR )  - La Quercia"
492;"Beata Vergine di Germania (in mon. Corpus Domini)";"Forlì Bertinoro";"FORLI'  (FO )"
493;"San Giovanni della Steccata";"Parma";"PARMA  (PR )"
494;"Madonna dell'Aiuto (in San Cristoforo)";"Parma";"PARMA  (PR )"
495;"Beata Vergine delle Grazie";"Fidenza";"FIDENZA  (PR )  - Parola"
496;"Beata Vergine Maria Addolorata";"Fidenza";"CASTELVETRO PIACENTINO  (PC )  - San Pietro in corte"
497;"Beata Vergine delle Grazie";"Parma";"BERCETO  (PR )"
498;"Beata Vergine di Lourdes";"Fidenza";"CASTELVETRO PIACENTINO  (PC )  - Mezzano Chitantolo"
499;"Gesù Adolescente";"Parma";"SORAGNA  (PR )  - Diolo"
500;"Gesù Bambino";"Fidenza";"VILLANOVA SULL'ARDA  (PC )  - Santa Agata"
501;"Santuario dei Monti della Beata Vergine di Fontane";"Parma";"CORNIGLIO  (PR )  - Grammatica"
502;"Gran Madre di Dio";"Fidenza";"FIDENZA  (PR )"
503;"Santa Maria della Pace";"Orvieto Todi";"MASSA MARTANA  (PG )"
505;"Santa Maria in Pantano";"Orvieto Todi";"MASSA MARTANA  (PG )  - Villa San Faustino-Montignano"
506;"Madonna di Careno";"Parma";"PELLEGRINO PARMENSE  (PR )  - Careno"
507;"Madonna della Consolazione";"Parma";"PALANZANO  (PR )"
508;"Madonna della Guardia";"Parma";"BERCETO  (PR )  - Passo della Cisa, verso il monte Molinatico"
509;"Madonna delle Grazie di Monte Manolo";"Parma";"FIDENZA  (PR )  - Cusignano"
510;"Madonna delle Spine";"Parma";"SISSA  (PR )  - Borgonovo"
511;"Madonna del Rosario";"Parma";"FONTANELLATO  (PR )"
512;"Maria Ausiliatrice di Montechiarugolo";"Parma";"MONTECHIARUGOLO  (PR )"
513;"Santa Maria della Neve";"Parma";"CORNIGLIO  (PR )  - Curatico"
514;"Maria Madre della Chiesa";"Parma";"NEVIANO DEGLI ARDUINI  (PR )  - Sasso"
515;"Santissimo Nome di Maria";"Parma";"SALA BAGANZA  (PR )  - San Vitale di Baganza"
516;"Sacra Famiglia di Nazareth";"Parma";"SORAGNA  (PR )"
517;"Santa Lucia di Varano dei Marchesi";"Parma";"MEDESANO  (PR )  - Varano dei Marchesi"
518;"Santissimo Nome di Maria";"Fidenza";"BUSSETO  (PR )  - Madonna dei Prati"
519;"Madonna del Sasso";"Parma";"MONCHIO DELLE CORTI  (PR )  - Rimagna"
520;"Madonna della Pace";"Parma";"CALESTANO  (PR )  - Marzolara"
521;"Beata Vergine del Piratello";"Imola";"IMOLA  (BO )  - Piratello"
522;"Beata Vergine delle Grazie";"Imola";"IMOLA  (BO )"
523;"Santa Maria dei Servi";"Imola";"IMOLA  (BO )"
524;"Santa Maria in Regola";"Imola";"IMOLA  (BO )"
525;"Beata Vergine Assunta di Ponte Santo";"Imola";"IMOLA  (BO )  - Ponte Santo"
526;"Madonna della Coraglia";"Imola";"IMOLA  (BO )"
527;"Beata Vergine di Ghiandolino";"Imola";"IMOLA  (BO )"
528;"Madonna del Soccorso di Bagnara";"Imola";"BAGNARA DI ROMAGNA  (RA )"
529;"Beata Vergine del Calanco";"Imola";"DOZZA  (BO )"
530;"Santuario della Rivacciola";"Imola";"CASOLA VALSENIO  (RA )  - Rivacciola"
531;"Madonna del Rio";"Imola";"CASALFIUMANESE  (BO )  - Gesso"
532;"Madonna del Molino";"Imola";"LUGO  (RA )"
533;"Beata Vergine del Sudore";"Imola";"CASTEL DEL RIO  (BO )"
534;"Beata Vergine della Concezione";"Imola";"CASTEL BOLOGNESE  (RA )"
535;"Madonna della Consolazione";"Imola";"FONTANELICE  (BO )"
537;"Madonna del Voto di Bagnara";"Imola";"BAGNARA DI ROMAGNA  (RA )"
538;"Madonna del Presidio";"Imola";"RIOLO TERME  (RA )"
539;"Madonna di Riviera";"Imola";"CASALFIUMANESE  (BO )"
540;"Madonna della Consolazione";"Imola";"MASSA LOMBARDA  (RA )"
541;"Madonna della Marconcina";"Imola";"IMOLA  (BO )  - Balia"
542;"Madonna del Buon Consiglio";"Imola";"BORGO TOSSIGNANO  (BO )"
543;"Madonna del Ghetto di Lugo";"Imola";"LUGO  (RA )"
545;"Cappella del Crocifisso";"Imola";"IMOLA  (BO )"
546;"Santo Bambino in San Domenico";"Imola";"IMOLA  (BO )"
547;"Beata Vergine della Ghiara";"Reggio Emilia Guastalla";"REGGIO NELL'EMILIA  (RE )  - corso Garibaldi, 44"
548;"San Girolamo";"Reggio Emilia Guastalla";"REGGIO NELL'EMILIA  (RE )  - via San Girolamo"
549;"Madonna della Battaglia";"Reggio Emilia Guastalla";"QUATTRO CASTELLA  (RE )"
550;"Madonna della Mercede";"Reggio Emilia Guastalla";"QUATTRO CASTELLA  (RE )  - Roncolo"
552;"Beata Vergine della Fossetta";"Reggio Emilia Guastalla";"NOVELLARA  (RE )"
553;"Beata Vergine dello Spino (oratorio)";"Reggio Emilia Guastalla";"REGGIOLO  (RE )  - Brugneto"
554;"Beata Vergine della Porta";"Reggio Emilia Guastalla";"GUASTALLA  (RE )  - via Piave"
555;"Madonna Pellegrina";"Reggio Emilia Guastalla";"CAMPAGNOLA EMILIA  (RE )"
556;"Madonna della Rondine (e di San Siro)";"Reggio Emilia Guastalla";"VIANO  (RE )  - San Giovanni di Querciola"
557;"Santa Maria della Neve";"Reggio Emilia Guastalla";"SCANDIANO  (RE )  - Chiozza"
558;"Santa Maria ad Nives";"Reggio Emilia Guastalla";"TOANO  (RE )  - Cavola"
559;"Santa Maria di Montalto";"Reggio Emilia Guastalla";"VETTO  (RE )  - Gottano"
560;"Beata Vergine dell'Olmo";"Reggio Emilia Guastalla";"MONTECCHIO EMILIA  (RE )  - località La Piazza"
561;"Natività di Maria";"Reggio Emilia Guastalla";"CORREGGIO  (RE )  - viale della Repubblica"
562;"Beata Vergine di Lourdes";"Reggio Emilia Guastalla";"ALBINEA  (RE )  - Montericco"
563;"Beata Vergine della Neve di Campiano";"Reggio Emilia Guastalla";"CASTELLARANO  (RE )  - Villa di Campiano"
564;"Beata Vergine di Bismantova";"Reggio Emilia Guastalla";"CASTELNOVO NE' MONTI  (RE )  - Pietra di Bismantova"
565;"Beata Vergine della Pace";"Reggio Emilia Guastalla";"CASTELNOVO NE' MONTI  (RE )  - Cagnola"
566;"Madonna di Loreto";"Reggio Emilia Guastalla";"CASTELNOVO DI SOTTO  (RE )  - lungo la strada per Poviglio"
567;"Beata Vergine del Carrobbio";"Reggio Emilia Guastalla";"CASINA  (RE )"
569;"Beata Vergine della Nativita'";"Reggio Emilia Guastalla";"SASSUOLO  (MO )"
570;"Chiesa Ducale di San Francesco di Sassuolo";"Reggio Emilia Guastalla";"SASSUOLO  (MO )"
571;"Maria Santissima di tutte le Grazie";"Monreale";"TORRETTA  (PA )"
572;"Sant' Eutiche";"Sabina Poggio Mirteto";"MONTEROTONDO  (RM )"
573;"San Quintino";"Palestrina";"PALESTRINA  (RM )"
574;"Santi Secondo Carpoforo Vittorino e Severiano";"Albano";"ALBANO LAZIALE  (RM )  - La Stella"
575;"Santi Argeo Narcisso Marcellino";"Velletri Segni";"VELLETRI  (RM )"
576;"Santa Maria Maggiore";"Diocesi di Trieste";"TRIESTE  (TS )"
577;"Sant'Ignazio da Laconi";"Archidiocesi di Cagliari";"CAGLIARI  (CA )"
578;"Nostra Signora di Bonaria";"Archidiocesi di Cagliari";"CAGLIARI  (CA )"
579;"Santa Maria di San Luca";"Arcidiocesi Bari- Bitonto";"VALENZANO  (BA )"
581;"San Fedele";"Como";"COMO  (CO )"
582;"Nostra Signora di Gonare";"Diocesi di Nuoro";"ORANI  (NU )"
583;"Santa Maria del Prato";"Gubbio";"GUBBIO  (PG )  - Gubbio città"
584;"Madonna della Misericordia in San Francesco";"Gubbio";"GUBBIO  (PG )"
585;"Beata Cecilia";"Gubbio";"GUBBIO  (PG )  - Montelovesco-Camporeggiano di Gubbio"
586;"Santa Croce di Badia";"Bolzano-Bressanone";"BADIA  (BZ )"
587;"Madonna dell'Aiuto di Segonzano";"Trento";"SEGONZANO  (TN )"
588;"San Simonino";"Trento";"TRENTO  (TN )"
589;"Madonna di Monte Fiore";"Gubbio";"GUBBIO  (PG )  - Monte Fiore- Torre dei Calzolari"
590;"Madonna del Granello";"Gubbio";"GUBBIO  (PG )  - Branca"
591;"Nostra Signora di Fatima in San Girolamo";"Gubbio";"GUBBIO  (PG )"
592;"Madonna dell'Acera";"Gubbio";"GUBBIO  (PG )  - Torre dei Calzolari"
593;"Madonna della Grazia";"Acquaviva-Gravina-Altamura";"GRAVINA IN PUGLIA  (BA )"
594;"Madonna della Colonna";"Fano/Fossombrone/Cagli/Pergola";"FANO  (PS )  - Tre Ponti"
595;"Madonna della Scala";"Conversano-Monopoli";"NOCI  (BA )"
597;"Nostra Signora di Fatima";"Tivoli";"ROMA  (RM )  - San Vittorino Romano"
598;"Madonna delle Grazie";"Gubbio";"GUBBIO  (PG )  - Costa San Savino Costacciaro"
600;"Beata Vergine delle Grazie";"Rimini";"SANTARCANGELO DI ROMAGNA  (RN )  - San Vito"
601;"Maria Santissima dell'Altomare";"Andria";"ANDRIA  (BA )"
602;"Santa Maria del Carmine";"Andria";"ANDRIA  (BA )"
603;"Beata Vergine del Pilone";"Torino";"POLONGHERA  (CN )"
604;"Santa Maria della Lama";"Arcidiocesi Bari- Bitonto";"NOICATTARO  (BA )"
605;"Madonna della Neve";"Pinerolo";"ROURE  (TO )  - Seleiraut-Villaretto"
606;"Madonna di Costantinopoli";"Altamura- Gravina- Acquaviva";"ACQUAVIVA DELLE FONTI  (BA )"
607;"Madre della Misericordia";"Saluzzo";"VALMALA  (CN )  - Chiotti"
608;"Beata Vergine di Loreto";"Vigevano";"MORTARA  (PV )"
609;"Madonna del Terdoppio";"Vigevano";"ZINASCO  (PV )  - Zinasco nuovo"
610;"Madonna del Casaletto";"Vigevano";"VALLE LOMELLINA  (PV )  - Cascina Casaletto"
611;"Madonna della Catena";"Messina-Lipari-S.Lucia del Mela";"MONGIUFFI MELIA  (ME )  - Fanaca"
612;"Oasi di S.Nicola";"Pesaro";"PESARO  (PS )  - Muraglia"
613;"San Silvestro Abate";"Fabriano - Matelica";"FABRIANO  (AN )  - Montefano"
614;"Santuario SS.Crocifisso di Casteldimezzo";"";"PESARO  (PS )  - Casteldimezzo"
615;"SS.Crocifisso di Casteldimezzo";"Pesaro";"PESARO  (PS )  - Casteldimezzo"
616;"Beato Benedetto Passionei";"Fano Fossombrone Cagli Pergola";"FOSSOMBRONE  (PS )"
617;"Santa Maria Maggiore";"Manfredonia-Vieste";"MANFREDONIA  (FG )  - Siponto"
618;"Madonna della Stella";"Orvieto Todi";"ACQUASPARTA  (TR )"
619;"Madonna di Ogliastra";"Diocesi di Lanusei";"LANUSEI  (NU )"
620;"Regina della Pace";"Fano/Fossombrone/Cagli/Pergola";"MONDAVIO  (PS )  - S.Michele al Fiume"
621;"Santa Maria della Croce";"Arcidiocesi Bari- Bitonto";"TRIGGIANO  (BA )"
622;"Madonna del Convento";"Ivrea";"OZEGNA  (TO )"
623;"Natività di Maria Vergine";"Torino";"FORNO CANAVESE  (TO )  - Loc. Milani"
624;"Nostra Signora di Castro";"Diocesi di Ozieri";"OSCHIRI  (SS )"
625;"Santa Caterina del Sassobàllaro";"Milano";"LEGGIUNO  (VA )  - Cellina"
626;"Santa Maria delle Grazie";"Tivoli";"MARCELLINA  (RM )"
627;"Madonna di Quintiliolo";"Tivoli";"TIVOLI  (RM )  - Quintiliolo"
628;"Santa Maria Nuova";"Tivoli";"SAN GREGORIO DA SASSOLA  (RM )"
629;"Madonna della Mentorella";"Tivoli";"CAPRANICA PRENESTINA  (RM )  - Mentorella"
630;"Santa Maria delle Grazie";"Ruvo-Molfetta-Giovinazzo-Terlizzi";"RUVO DI PUGLIA  (BA )"
631;"San Nicone";"Milano";"BESOZZO  (VA )"
632;"San Gemolo";"Milano";"VALGANNA  (VA )  - Ganna"
633;"Madonna Addolorata";"Ivrea";"CUCEGLIO  (TO )"
634;"Santa Maria delle Grazie di Piova";"Ivrea";"CINTANO  (TO )  - Frazione Trucco"
635;"Madonna di Belmonte";"Torino";"VALPERGA  (TO )  - Colle di Belmonte"
636;"Santa Maria della Rotonda";"Ivrea";"AGLIE'  (TO )  - Colle di Macugnano"
637;"Maria Santissima della Consolazione";"Catania";"PATERNO'  (CT )"
638;"Maria Santissima Ausiliatrice";"Catania";"ADRANO  (CT )"
641;"Maria Santissima dell'Elemosina";"Catania";"BIANCAVILLA  (CT )"
645;"San Corrado Fuori le Mura";"Noto";"NOTO  (SR )  - C/da San Corrado di Fuori"
647;"Madonna della Scala";"Noto";"NOTO  (SR )  - Contrada Scala"
648;"Maria Santissima Annunziata";"Catania";"BRONTE  (CT )"
649;"Santissimo Crocifisso del Soccorso";"Caltagirone";"CALTAGIRONE  (CT )"
650;"Beata Maria Vergine del Monte Carmelo";"Acireale";"RANDAZZO  (CT )"
651;"Madonna delle Lacrime";"Siracusa";"SIRACUSA  (SR )"
652;"Madonna del Carmine";"Noto";"ISPICA  (RG )"
653;"San Sebastiano";"Siracusa";"MELILLI  (SR )"
654;"Madonna di Gulfi";"Milano";"CHIARAMONTE GULFI  (RG )"
655;"Madonna Addolorata";"Ragusa";"MONTEROSSO ALMO  (RG )"
656;"Madonna del Carmine";"Ragusa";"RAGUSA  (RG )"
657;"Santa Maria della Stella";"Caltagirone";"MILITELLO IN VAL DI CATANIA  (CT )"
658;"Maria Santissima del Pericolo";"Caltagirone";"VIZZINI  (CT )"
